11/18/2014 04:24:08 PM DEBUG: Loading data...
11/18/2014 04:24:08 PM DEBUG: Loading data...
11/18/2014 04:24:08 PM DEBUG: Initialize AveragePerceptronLearner ... 
11/18/2014 04:24:08 PM DEBUG: Loading data...
11/18/2014 04:24:08 PM DEBUG: Loading section 02 
11/18/2014 04:24:16 PM DEBUG: Loading section 03 
11/18/2014 04:24:25 PM DEBUG: Loading section 04 
11/18/2014 04:24:36 PM DEBUG: Loading section 05 
11/18/2014 04:24:47 PM DEBUG: Loading section 06 
11/18/2014 04:24:57 PM DEBUG: Loading section 07 
11/18/2014 04:25:09 PM DEBUG: Loading section 08 
11/18/2014 04:25:11 PM DEBUG: Loading section 09 
11/18/2014 04:25:23 PM DEBUG: Loading section 10 
11/18/2014 04:25:31 PM DEBUG: Loading section 11 
11/18/2014 04:25:44 PM DEBUG: Loading section 12 
11/18/2014 04:25:53 PM DEBUG: Loading section 13 
11/18/2014 04:26:09 PM DEBUG: Loading section 14 
11/18/2014 04:26:17 PM DEBUG: Loading section 15 
11/18/2014 04:26:34 PM DEBUG: Loading section 16 
11/18/2014 04:26:45 PM DEBUG: Loading section 17 
11/18/2014 04:26:52 PM DEBUG: Loading section 18 
11/18/2014 04:27:11 PM DEBUG: Loading section 19 
11/18/2014 04:27:18 PM DEBUG: Loading section 20 
11/18/2014 04:27:26 PM DEBUG: Loading section 21 
11/18/2014 10:42:40 PM DEBUG: Data finishing 42.68% ...
11/18/2014 10:44:43 PM DEBUG: Data finishing 45.19% ...
11/18/2014 10:47:02 PM DEBUG: Data finishing 47.70% ...
11/18/2014 10:49:00 PM DEBUG: Data finishing 50.21% ...
11/18/2014 10:51:08 PM DEBUG: Data finishing 52.72% ...
11/18/2014 10:53:13 PM DEBUG: Data finishing 55.23% ...
11/18/2014 10:55:24 PM DEBUG: Data finishing 57.74% ...
11/18/2014 10:57:29 PM DEBUG: Data finishing 60.25% ...
11/18/2014 10:59:43 PM DEBUG: Data finishing 62.76% ...
11/18/2014 11:01:52 PM DEBUG: Data finishing 65.27% ...
11/18/2014 11:03:58 PM DEBUG: Data finishing 67.78% ...
11/18/2014 11:05:58 PM DEBUG: Data finishing 70.30% ...
11/18/2014 11:08:13 PM DEBUG: Data finishing 72.81% ...
11/18/2014 11:10:22 PM DEBUG: Data finishing 75.32% ...
11/18/2014 11:12:40 PM DEBUG: Data finishing 77.83% ...
11/18/2014 11:14:30 PM DEBUG: Data finishing 80.34% ...
11/18/2014 11:16:41 PM DEBUG: Data finishing 82.85% ...
11/18/2014 11:18:42 PM DEBUG: Data finishing 85.36% ...
11/18/2014 11:21:09 PM DEBUG: Data finishing 87.87% ...
11/18/2014 11:23:20 PM DEBUG: Data finishing 90.38% ...
11/18/2014 11:25:25 PM DEBUG: Data finishing 92.89% ...
11/18/2014 11:27:29 PM DEBUG: Data finishing 95.40% ...
11/18/2014 11:29:43 PM DEBUG: Data finishing 97.91% ...
11/18/2014 11:31:50 PM DEBUG: Iteration: 5
11/18/2014 11:31:50 PM DEBUG: Data size: 39832
11/18/2014 11:31:50 PM DEBUG: Data finishing 0.00% ...
11/18/2014 11:31:57 PM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Weight_Iter_4.db 
11/18/2014 11:31:57 PM DEBUG: Total Feature Num: 9958684 
11/18/2014 11:34:12 PM DEBUG: Data finishing 2.51% ...
11/18/2014 11:36:26 PM DEBUG: Data finishing 5.02% ...
11/18/2014 11:38:39 PM DEBUG: Data finishing 7.53% ...
11/18/2014 11:40:49 PM DEBUG: Data finishing 10.04% ...
11/18/2014 11:42:58 PM DEBUG: Data finishing 12.55% ...
11/18/2014 11:45:14 PM DEBUG: Data finishing 15.06% ...
11/18/2014 11:47:31 PM DEBUG: Data finishing 17.57% ...
11/18/2014 11:49:44 PM DEBUG: Data finishing 20.08% ...
11/18/2014 11:51:58 PM DEBUG: Data finishing 22.59% ...
11/18/2014 11:54:15 PM DEBUG: Data finishing 25.11% ...
11/18/2014 11:56:22 PM DEBUG: Data finishing 27.62% ...
11/18/2014 11:58:29 PM DEBUG: Data finishing 30.13% ...
11/19/2014 12:00:51 AM DEBUG: Data finishing 32.64% ...
11/19/2014 12:03:04 AM DEBUG: Data finishing 35.15% ...
11/19/2014 12:05:06 AM DEBUG: Data finishing 37.66% ...
11/19/2014 12:07:24 AM DEBUG: Data finishing 40.17% ...
11/19/2014 12:09:19 AM DEBUG: Data finishing 42.68% ...
11/19/2014 12:11:23 AM DEBUG: Data finishing 45.19% ...
11/19/2014 12:13:43 AM DEBUG: Data finishing 47.70% ...
11/19/2014 12:15:42 AM DEBUG: Data finishing 50.21% ...
11/19/2014 12:17:52 AM DEBUG: Data finishing 52.72% ...
11/19/2014 12:19:59 AM DEBUG: Data finishing 55.23% ...
11/19/2014 12:22:11 AM DEBUG: Data finishing 57.74% ...
11/19/2014 12:24:17 AM DEBUG: Data finishing 60.25% ...
11/19/2014 12:26:33 AM DEBUG: Data finishing 62.76% ...
11/19/2014 12:28:44 AM DEBUG: Data finishing 65.27% ...
11/19/2014 12:30:52 AM DEBUG: Data finishing 67.78% ...
11/19/2014 12:32:54 AM DEBUG: Data finishing 70.30% ...
11/19/2014 12:35:10 AM DEBUG: Data finishing 72.81% ...
11/19/2014 12:37:22 AM DEBUG: Data finishing 75.32% ...
11/19/2014 12:39:42 AM DEBUG: Data finishing 77.83% ...
11/19/2014 12:41:33 AM DEBUG: Data finishing 80.34% ...
11/19/2014 12:43:46 AM DEBUG: Data finishing 82.85% ...
11/19/2014 12:45:49 AM DEBUG: Data finishing 85.36% ...
11/19/2014 12:48:18 AM DEBUG: Data finishing 87.87% ...
11/19/2014 12:50:31 AM DEBUG: Data finishing 90.38% ...
11/19/2014 12:52:38 AM DEBUG: Data finishing 92.89% ...
11/19/2014 12:54:43 AM DEBUG: Data finishing 95.40% ...
11/19/2014 12:57:00 AM DEBUG: Data finishing 97.91% ...
11/19/2014 12:59:08 AM DEBUG: Iteration: 6
11/19/2014 12:59:08 AM DEBUG: Data size: 39832
11/19/2014 12:59:08 AM DEBUG: Data finishing 0.00% ...
11/19/2014 12:59:15 AM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Weight_Iter_5.db 
11/19/2014 12:59:15 AM DEBUG: Total Feature Num: 10034841 
11/19/2014 01:01:30 AM DEBUG: Data finishing 2.51% ...
11/19/2014 01:03:43 AM DEBUG: Data finishing 5.02% ...
11/19/2014 01:05:58 AM DEBUG: Data finishing 7.53% ...
11/19/2014 01:08:09 AM DEBUG: Data finishing 10.04% ...
11/19/2014 01:10:20 AM DEBUG: Data finishing 12.55% ...
11/19/2014 01:12:37 AM DEBUG: Data finishing 15.06% ...
11/19/2014 01:14:55 AM DEBUG: Data finishing 17.57% ...
11/19/2014 01:17:09 AM DEBUG: Data finishing 20.08% ...
11/19/2014 01:19:23 AM DEBUG: Data finishing 22.59% ...
11/19/2014 01:21:40 AM DEBUG: Data finishing 25.11% ...
11/19/2014 01:23:47 AM DEBUG: Data finishing 27.62% ...
11/19/2014 01:25:54 AM DEBUG: Data finishing 30.13% ...
11/19/2014 01:28:17 AM DEBUG: Data finishing 32.64% ...
11/19/2014 01:30:28 AM DEBUG: Data finishing 35.15% ...
11/19/2014 01:32:29 AM DEBUG: Data finishing 37.66% ...
11/19/2014 01:34:45 AM DEBUG: Data finishing 40.17% ...
11/19/2014 01:36:39 AM DEBUG: Data finishing 42.68% ...
11/19/2014 01:38:42 AM DEBUG: Data finishing 45.19% ...
11/19/2014 01:41:01 AM DEBUG: Data finishing 47.70% ...
11/19/2014 01:42:59 AM DEBUG: Data finishing 50.21% ...
11/19/2014 01:45:07 AM DEBUG: Data finishing 52.72% ...
11/19/2014 01:47:12 AM DEBUG: Data finishing 55.23% ...
11/19/2014 01:49:23 AM DEBUG: Data finishing 57.74% ...
11/19/2014 01:51:28 AM DEBUG: Data finishing 60.25% ...
11/19/2014 01:53:42 AM DEBUG: Data finishing 62.76% ...
11/19/2014 01:55:51 AM DEBUG: Data finishing 65.27% ...
11/19/2014 01:57:59 AM DEBUG: Data finishing 67.78% ...
11/19/2014 02:00:01 AM DEBUG: Data finishing 70.30% ...
11/19/2014 02:02:18 AM DEBUG: Data finishing 72.81% ...
11/19/2014 02:04:30 AM DEBUG: Data finishing 75.32% ...
11/19/2014 02:06:50 AM DEBUG: Data finishing 77.83% ...
11/19/2014 02:08:42 AM DEBUG: Data finishing 80.34% ...
11/19/2014 02:10:55 AM DEBUG: Data finishing 82.85% ...
11/19/2014 02:12:58 AM DEBUG: Data finishing 85.36% ...
11/19/2014 02:15:27 AM DEBUG: Data finishing 87.87% ...
11/19/2014 02:17:39 AM DEBUG: Data finishing 90.38% ...
11/19/2014 02:19:47 AM DEBUG: Data finishing 92.89% ...
11/19/2014 02:21:52 AM DEBUG: Data finishing 95.40% ...
11/19/2014 02:24:08 AM DEBUG: Data finishing 97.91% ...
11/19/2014 02:26:18 AM DEBUG: Iteration: 7
11/19/2014 02:26:18 AM DEBUG: Data size: 39832
11/19/2014 02:26:18 AM DEBUG: Data finishing 0.00% ...
11/19/2014 02:26:25 AM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Weight_Iter_6.db 
11/19/2014 02:26:25 AM DEBUG: Total Feature Num: 10092868 
11/19/2014 02:28:39 AM DEBUG: Data finishing 2.51% ...
11/19/2014 02:30:51 AM DEBUG: Data finishing 5.02% ...
11/19/2014 02:33:03 AM DEBUG: Data finishing 7.53% ...
11/19/2014 02:35:12 AM DEBUG: Data finishing 10.04% ...
11/19/2014 02:37:19 AM DEBUG: Data finishing 12.55% ...
11/19/2014 02:39:34 AM DEBUG: Data finishing 15.06% ...
11/19/2014 02:41:48 AM DEBUG: Data finishing 17.57% ...
11/19/2014 02:43:58 AM DEBUG: Data finishing 20.08% ...
11/19/2014 02:46:09 AM DEBUG: Data finishing 22.59% ...
11/19/2014 02:48:23 AM DEBUG: Data finishing 25.11% ...
11/19/2014 02:50:27 AM DEBUG: Data finishing 27.62% ...
11/19/2014 02:52:31 AM DEBUG: Data finishing 30.13% ...
11/19/2014 02:54:50 AM DEBUG: Data finishing 32.64% ...
11/19/2014 02:57:01 AM DEBUG: Data finishing 35.15% ...
11/19/2014 02:59:03 AM DEBUG: Data finishing 37.66% ...
11/19/2014 03:01:19 AM DEBUG: Data finishing 40.17% ...
11/19/2014 03:03:13 AM DEBUG: Data finishing 42.68% ...
11/19/2014 03:05:16 AM DEBUG: Data finishing 45.19% ...
11/19/2014 03:07:35 AM DEBUG: Data finishing 47.70% ...
11/19/2014 03:09:34 AM DEBUG: Data finishing 50.21% ...
11/19/2014 03:11:43 AM DEBUG: Data finishing 52.72% ...
11/19/2014 03:13:48 AM DEBUG: Data finishing 55.23% ...
11/19/2014 03:16:00 AM DEBUG: Data finishing 57.74% ...
11/19/2014 03:18:04 AM DEBUG: Data finishing 60.25% ...
11/19/2014 03:20:18 AM DEBUG: Data finishing 62.76% ...
11/19/2014 03:22:28 AM DEBUG: Data finishing 65.27% ...
11/19/2014 03:24:34 AM DEBUG: Data finishing 67.78% ...
11/19/2014 03:26:35 AM DEBUG: Data finishing 70.30% ...
11/19/2014 03:28:49 AM DEBUG: Data finishing 72.81% ...
11/19/2014 03:30:57 AM DEBUG: Data finishing 75.32% ...
11/19/2014 03:33:14 AM DEBUG: Data finishing 77.83% ...
11/19/2014 03:35:03 AM DEBUG: Data finishing 80.34% ...
11/19/2014 03:37:13 AM DEBUG: Data finishing 82.85% ...
11/19/2014 03:39:14 AM DEBUG: Data finishing 85.36% ...
11/19/2014 03:41:40 AM DEBUG: Data finishing 87.87% ...
11/19/2014 03:43:49 AM DEBUG: Data finishing 90.38% ...
11/19/2014 03:45:54 AM DEBUG: Data finishing 92.89% ...
11/19/2014 03:47:56 AM DEBUG: Data finishing 95.40% ...
11/19/2014 03:50:09 AM DEBUG: Data finishing 97.91% ...
11/19/2014 03:52:12 AM DEBUG: Iteration: 8
11/19/2014 03:52:12 AM DEBUG: Data size: 39832
11/19/2014 03:52:12 AM DEBUG: Data finishing 0.00% ...
11/19/2014 03:52:19 AM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Weight_Iter_7.db 
11/19/2014 03:52:19 AM DEBUG: Total Feature Num: 10138664 
11/19/2014 03:54:34 AM DEBUG: Data finishing 2.51% ...
11/19/2014 03:56:46 AM DEBUG: Data finishing 5.02% ...
11/19/2014 03:58:57 AM DEBUG: Data finishing 7.53% ...
11/19/2014 04:01:06 AM DEBUG: Data finishing 10.04% ...
11/19/2014 04:03:13 AM DEBUG: Data finishing 12.55% ...
11/19/2014 04:05:27 AM DEBUG: Data finishing 15.06% ...
11/19/2014 04:07:41 AM DEBUG: Data finishing 17.57% ...
11/19/2014 04:09:52 AM DEBUG: Data finishing 20.08% ...
