12/09/2014 11:09:41 AM DEBUG: Loading data...
12/09/2014 11:09:41 AM DEBUG: Loading data...
12/09/2014 11:09:41 AM DEBUG: Initialize AveragePerceptronLearner ... 
12/09/2014 11:09:41 AM DEBUG: Loading data...
12/09/2014 11:09:41 AM DEBUG: Loading section 02 
12/09/2014 11:09:51 AM DEBUG: Loading section 03 
12/09/2014 11:10:01 AM DEBUG: Loading section 04 
12/09/2014 11:10:15 AM DEBUG: Loading section 05 
12/09/2014 11:10:28 AM DEBUG: Loading section 06 
12/09/2014 11:10:40 AM DEBUG: Loading section 07 
12/09/2014 11:10:54 AM DEBUG: Loading section 08 
12/09/2014 11:10:57 AM DEBUG: Loading section 09 
12/09/2014 11:11:11 AM DEBUG: Loading section 10 
12/09/2014 11:11:21 AM DEBUG: Loading section 11 
12/09/2014 11:11:38 AM DEBUG: Loading section 12 
12/09/2014 11:11:48 AM DEBUG: Loading section 13 
12/09/2014 11:12:07 AM DEBUG: Loading section 14 
12/09/2014 11:12:18 AM DEBUG: Loading section 15 
12/09/2014 11:12:37 AM DEBUG: Loading section 16 
12/09/2014 11:12:51 AM DEBUG: Loading section 17 
12/09/2014 11:12:59 AM DEBUG: Loading section 18 
12/09/2014 11:13:22 AM DEBUG: Loading section 19 
12/09/2014 11:13:31 AM DEBUG: Loading section 20 
12/09/2014 11:13:41 AM DEBUG: Loading section 21 
12/09/2014 04:03:48 PM DEBUG: Data finishing 90.38% ...
12/09/2014 04:06:11 PM DEBUG: Data finishing 92.89% ...
12/09/2014 04:08:40 PM DEBUG: Data finishing 95.40% ...
12/09/2014 04:11:07 PM DEBUG: Data finishing 97.91% ...
12/09/2014 04:13:37 PM DEBUG: Iteration: 3
12/09/2014 04:13:37 PM DEBUG: Data size: 39832
12/09/2014 04:13:37 PM DEBUG: Data finishing 0.00% ...
12/09/2014 04:13:45 PM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_2.db 
12/09/2014 04:13:45 PM DEBUG: Total Feature Num: 10066840 
12/09/2014 04:16:21 PM DEBUG: Data finishing 2.51% ...
12/09/2014 04:18:56 PM DEBUG: Data finishing 5.02% ...
12/09/2014 04:21:29 PM DEBUG: Data finishing 7.53% ...
12/09/2014 04:23:52 PM DEBUG: Data finishing 10.04% ...
12/09/2014 04:26:18 PM DEBUG: Data finishing 12.55% ...
12/09/2014 04:29:07 PM DEBUG: Data finishing 15.06% ...
12/09/2014 04:31:38 PM DEBUG: Data finishing 17.57% ...
12/09/2014 04:34:15 PM DEBUG: Data finishing 20.08% ...
12/09/2014 04:36:55 PM DEBUG: Data finishing 22.59% ...
12/09/2014 04:39:24 PM DEBUG: Data finishing 25.11% ...
12/09/2014 04:41:52 PM DEBUG: Data finishing 27.62% ...
12/09/2014 04:44:13 PM DEBUG: Data finishing 30.13% ...
12/09/2014 04:46:54 PM DEBUG: Data finishing 32.64% ...
12/09/2014 04:49:24 PM DEBUG: Data finishing 35.15% ...
12/09/2014 04:51:56 PM DEBUG: Data finishing 37.66% ...
12/09/2014 04:54:27 PM DEBUG: Data finishing 40.17% ...
12/09/2014 04:56:56 PM DEBUG: Data finishing 42.68% ...
12/09/2014 04:59:14 PM DEBUG: Data finishing 45.19% ...
12/09/2014 05:01:46 PM DEBUG: Data finishing 47.70% ...
12/09/2014 05:04:03 PM DEBUG: Data finishing 50.21% ...
12/09/2014 05:06:22 PM DEBUG: Data finishing 52.72% ...
12/09/2014 05:08:45 PM DEBUG: Data finishing 55.23% ...
12/09/2014 05:11:10 PM DEBUG: Data finishing 57.74% ...
12/09/2014 05:13:52 PM DEBUG: Data finishing 60.25% ...
12/09/2014 05:16:16 PM DEBUG: Data finishing 62.76% ...
12/09/2014 05:18:45 PM DEBUG: Data finishing 65.27% ...
12/09/2014 05:21:08 PM DEBUG: Data finishing 67.78% ...
12/09/2014 05:23:44 PM DEBUG: Data finishing 70.30% ...
12/09/2014 05:26:26 PM DEBUG: Data finishing 72.81% ...
12/09/2014 05:28:49 PM DEBUG: Data finishing 75.32% ...
12/09/2014 05:31:04 PM DEBUG: Data finishing 77.83% ...
12/09/2014 05:33:33 PM DEBUG: Data finishing 80.34% ...
12/09/2014 05:36:05 PM DEBUG: Data finishing 82.85% ...
12/09/2014 05:38:33 PM DEBUG: Data finishing 85.36% ...
12/09/2014 05:41:15 PM DEBUG: Data finishing 87.87% ...
12/09/2014 05:43:35 PM DEBUG: Data finishing 90.38% ...
12/09/2014 05:45:57 PM DEBUG: Data finishing 92.89% ...
12/09/2014 05:48:26 PM DEBUG: Data finishing 95.40% ...
12/09/2014 05:50:53 PM DEBUG: Data finishing 97.91% ...
12/09/2014 05:53:21 PM DEBUG: Iteration: 4
12/09/2014 05:53:21 PM DEBUG: Data size: 39832
12/09/2014 05:53:21 PM DEBUG: Data finishing 0.00% ...
12/09/2014 05:53:30 PM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_3.db 
12/09/2014 05:53:30 PM DEBUG: Total Feature Num: 10174094 
12/09/2014 05:56:10 PM DEBUG: Data finishing 2.51% ...
12/09/2014 05:58:47 PM DEBUG: Data finishing 5.02% ...
12/09/2014 06:01:24 PM DEBUG: Data finishing 7.53% ...
12/09/2014 06:03:49 PM DEBUG: Data finishing 10.04% ...
12/09/2014 06:06:17 PM DEBUG: Data finishing 12.55% ...
12/09/2014 06:09:09 PM DEBUG: Data finishing 15.06% ...
12/09/2014 06:11:41 PM DEBUG: Data finishing 17.57% ...
12/09/2014 06:14:21 PM DEBUG: Data finishing 20.08% ...
12/09/2014 06:17:04 PM DEBUG: Data finishing 22.59% ...
12/09/2014 06:19:36 PM DEBUG: Data finishing 25.11% ...
12/09/2014 06:22:06 PM DEBUG: Data finishing 27.62% ...
12/09/2014 06:24:30 PM DEBUG: Data finishing 30.13% ...
12/09/2014 06:27:13 PM DEBUG: Data finishing 32.64% ...
12/09/2014 06:29:46 PM DEBUG: Data finishing 35.15% ...
12/09/2014 06:32:20 PM DEBUG: Data finishing 37.66% ...
12/09/2014 06:34:54 PM DEBUG: Data finishing 40.17% ...
12/09/2014 06:37:25 PM DEBUG: Data finishing 42.68% ...
12/09/2014 06:39:45 PM DEBUG: Data finishing 45.19% ...
12/09/2014 06:42:20 PM DEBUG: Data finishing 47.70% ...
12/09/2014 06:44:39 PM DEBUG: Data finishing 50.21% ...
12/09/2014 06:47:01 PM DEBUG: Data finishing 52.72% ...
12/09/2014 06:49:26 PM DEBUG: Data finishing 55.23% ...
12/09/2014 06:51:54 PM DEBUG: Data finishing 57.74% ...
12/09/2014 06:54:38 PM DEBUG: Data finishing 60.25% ...
12/09/2014 06:57:04 PM DEBUG: Data finishing 62.76% ...
12/09/2014 06:59:35 PM DEBUG: Data finishing 65.27% ...
12/09/2014 07:02:01 PM DEBUG: Data finishing 67.78% ...
12/09/2014 07:04:38 PM DEBUG: Data finishing 70.30% ...
12/09/2014 07:07:22 PM DEBUG: Data finishing 72.81% ...
12/09/2014 07:09:48 PM DEBUG: Data finishing 75.32% ...
12/09/2014 07:12:05 PM DEBUG: Data finishing 77.83% ...
12/09/2014 07:14:36 PM DEBUG: Data finishing 80.34% ...
12/09/2014 07:17:11 PM DEBUG: Data finishing 82.85% ...
12/09/2014 07:19:41 PM DEBUG: Data finishing 85.36% ...
12/09/2014 07:22:25 PM DEBUG: Data finishing 87.87% ...
12/09/2014 07:24:48 PM DEBUG: Data finishing 90.38% ...
12/09/2014 07:27:12 PM DEBUG: Data finishing 92.89% ...
12/09/2014 07:29:42 PM DEBUG: Data finishing 95.40% ...
12/09/2014 07:32:11 PM DEBUG: Data finishing 97.91% ...
12/09/2014 07:34:51 PM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_4.db 
12/09/2014 07:34:51 PM DEBUG: Total Feature Num: 10248242 
12/09/2014 07:35:09 PM DEBUG: Loading data...
12/09/2014 07:35:10 PM DEBUG: Loading section 00 
12/09/2014 07:35:28 PM DEBUG: Loading section 01 
12/09/2014 07:36:00 PM DEBUG: Loading section 22 
12/09/2014 07:36:15 PM DEBUG: Loading section 24 
12/09/2014 07:36:30 PM DEBUG: Start evaluating ...
12/09/2014 07:36:30 PM INFO: Feature count: 10248242
12/09/2014 07:36:30 PM DEBUG: Data finishing 0.00% ...
12/09/2014 07:39:26 PM DEBUG: Data finishing 14.37% ...
12/09/2014 07:41:49 PM DEBUG: Data finishing 28.74% ...
12/09/2014 07:44:21 PM DEBUG: Data finishing 43.10% ...
12/09/2014 07:46:36 PM DEBUG: Data finishing 57.47% ...
12/09/2014 07:49:02 PM DEBUG: Data finishing 71.84% ...
12/09/2014 07:51:15 PM DEBUG: Data finishing 86.21% ...
12/09/2014 07:53:48 PM INFO: Unlabeled accuracy: 0.942192344990 (157397, 167054)
12/09/2014 07:53:48 PM INFO: Unlabeled attachment accuracy: 0.944504465158 (164357, 174014)
